Dataset,Class,Image Name,EC (Capacity),PSNR (dB),SSIM,Entropy Cover,Entropy Stego,Correlation,Cosine Sim,t-Test
RSSCN7,Field,401.jpg,1.9993,54.06,0.9982,5.2873,5.2888,0.998595,0.999991,2.6979
RSSCN7,Field,402.jpg,1.9964,53.34,0.9980,5.5550,5.5565,0.999211,0.999989,1.2236
RSSCN7,Field,403.jpg,2.0026,55.37,0.9986,5.4074,5.4090,0.999514,0.999993,0.1754
RSSCN7,Field,404.jpg,2.0147,55.95,0.9988,5.4553,5.4563,0.999402,0.999996,1.2210
RSSCN7,Field,405.jpg,1.9952,57.38,0.9992,5.6072,5.6081,0.999832,0.999998,0.8323
RSSCN7,Field,406.jpg,2.0027,54.87,0.9988,5.7838,5.7848,0.999492,0.999996,3.4061
RSSCN7,Field,407.jpg,2.0041,53.96,0.9982,5.8521,5.8530,0.999402,0.999989,0.7909
RSSCN7,Field,408.jpg,1.9978,54.34,0.9983,5.6995,5.7007,0.999427,0.999990,3.2377
RSSCN7,Field,409.jpg,1.9972,54.41,0.9984,5.4033,5.4051,0.999210,0.999989,1.7713
RSSCN7,Field,410.jpg,2.0003,53.63,0.9981,5.8136,5.8146,0.999270,0.999992,3.5135
RSSCN7,Field,411.jpg,2.0000,52.51,0.9984,6.7422,6.7428,0.999847,0.999990,1.1417
RSSCN7,Field,412.jpg,2.0001,52.17,0.9983,5.9926,5.9933,0.999191,0.999987,1.8910
RSSCN7,Field,413.jpg,2.0058,53.06,0.9983,6.4193,6.4197,0.999651,0.999991,1.8220
RSSCN7,Field,414.jpg,1.9992,57.28,0.9992,5.9948,5.9951,0.999788,0.999996,2.5988
RSSCN7,Field,415.jpg,2.0051,58.18,0.9992,5.4411,5.4417,0.999645,0.999994,2.2850
RSSCN7,Field,416.jpg,2.0099,53.65,0.9983,6.5359,6.5363,0.999779,0.999989,2.8305
RSSCN7,Field,417.jpg,1.9969,53.42,0.9983,5.9910,5.9919,0.999427,0.999990,2.0786
RSSCN7,Field,418.jpg,1.9988,54.86,0.9987,5.3228,5.3243,0.999209,0.999995,1.5259
RSSCN7,Field,419.jpg,2.0002,53.10,0.9980,5.7116,5.7129,0.999216,0.999989,1.8862
RSSCN7,Field,420.jpg,1.9933,53.75,0.9981,5.3221,5.3239,0.998631,0.999991,2.8166
RSSCN7,Field,421.jpg,2.0024,55.40,0.9986,5.4359,5.4375,0.999260,0.999994,0.9338
RSSCN7,Field,422.jpg,1.9920,56.18,0.9989,5.7847,5.7855,0.999699,0.999994,2.7637
RSSCN7,Field,423.jpg,1.9947,52.27,0.9982,6.1307,6.1317,0.999414,0.999991,1.2201
RSSCN7,Field,424.jpg,2.0059,53.34,0.9980,6.0301,6.0314,0.999584,0.999994,1.7332
RSSCN7,Field,425.jpg,1.9995,51.72,0.9987,5.8628,5.8638,0.998911,0.999965,1.9152
RSSCN7,Field,426.jpg,2.0062,53.69,0.9984,5.4143,5.4161,0.999068,0.999977,1.5006
RSSCN7,Field,427.jpg,2.0005,53.29,0.9982,5.2471,5.2496,0.998460,0.999982,3.8171
RSSCN7,Field,428.jpg,2.0008,56.11,0.9987,5.0617,5.0637,0.999335,0.999997,1.7517
RSSCN7,Field,429.jpg,1.9962,53.66,0.9982,5.2243,5.2260,0.998325,0.999995,1.8901
RSSCN7,Field,430.jpg,1.9971,52.72,0.9979,5.7343,5.7355,0.999164,0.999993,3.9950
RSSCN7,Field,431.jpg,2.0048,52.11,0.9982,5.7207,5.7219,0.998840,0.999991,1.6174
RSSCN7,Field,432.jpg,2.0078,55.37,0.9986,5.4314,5.4322,0.999252,0.999996,3.3291
RSSCN7,Field,433.jpg,2.0012,56.82,0.9991,5.4662,5.4669,0.999493,0.999997,1.4656
RSSCN7,Field,434.jpg,1.9922,54.67,0.9986,5.4256,5.4271,0.999078,0.999996,1.3062
RSSCN7,Field,435.jpg,2.0032,51.85,0.9983,6.0033,6.0041,0.999146,0.999990,2.8642
RSSCN7,Field,436.jpg,1.9962,52.06,0.9981,5.6111,5.6122,0.998565,0.999991,0.8385
RSSCN7,Field,437.jpg,2.0064,51.99,0.9982,5.7395,5.7407,0.998773,0.999989,2.0883
RSSCN7,Field,438.jpg,2.0020,54.68,0.9988,5.7178,5.7189,0.999732,0.999992,4.3241
RSSCN7,Field,439.jpg,1.9980,53.25,0.9983,5.2964,5.2983,0.998351,0.999993,0.8028
RSSCN7,Field,440.jpg,1.9950,53.40,0.9983,7.0185,7.0191,0.999917,0.999994,1.9710
RSSCN7,Field,441.jpg,1.9952,56.63,0.9990,6.2535,6.2546,0.999881,0.999997,3.2060
RSSCN7,Field,442.jpg,2.0063,55.10,0.9986,6.1261,6.1267,0.999730,0.999996,2.0745
RSSCN7,Field,443.jpg,2.0017,52.30,0.9979,5.8148,5.8157,0.999017,0.999992,0.9692
RSSCN7,Field,444.jpg,2.0030,52.11,0.9979,5.7632,5.7642,0.998921,0.999992,1.1272
RSSCN7,Field,445.jpg,1.9871,54.39,0.9984,5.6689,5.6700,0.999324,0.999995,1.9398
RSSCN7,Field,446.jpg,2.0144,56.21,0.9991,5.8370,5.8380,0.999937,0.999993,2.3076
RSSCN7,Field,447.jpg,2.0005,56.86,0.9992,5.6130,5.6138,0.999933,0.999994,1.2425
RSSCN7,Field,448.jpg,1.9922,56.17,0.9988,6.1007,6.1018,0.999891,0.999995,0.7045
RSSCN7,Field,449.jpg,1.9968,53.71,0.9982,5.5477,5.5489,0.998948,0.999993,1.7263
RSSCN7,Field,450.jpg,1.9948,53.24,0.9981,5.5768,5.5780,0.998854,0.999992,3.1138
RSSCN7,Field,451.jpg,2.0012,54.24,0.9991,6.3781,6.3791,0.999887,0.999992,1.6344
RSSCN7,Field,452.jpg,2.0033,53.55,0.9984,5.7926,5.7940,0.999494,0.999974,1.6948
RSSCN7,Field,453.jpg,2.0064,57.21,0.9990,4.5640,4.5663,0.998468,0.999984,2.4770
RSSCN7,Field,454.jpg,1.9969,54.63,0.9986,6.0289,6.0298,0.999681,0.999993,1.8203
RSSCN7,Field,455.jpg,2.0053,53.18,0.9984,6.2583,6.2589,0.999636,0.999981,1.6142
RSSCN7,Field,456.jpg,1.9935,55.50,0.9987,5.9537,5.9544,0.999605,0.999989,3.6821
RSSCN7,Field,457.jpg,1.9949,54.49,0.9985,6.4039,6.4047,0.999820,0.999989,3.4378
RSSCN7,Field,458.jpg,2.0096,52.88,0.9987,6.6273,6.6280,0.999777,0.999988,2.6557
RSSCN7,Field,459.jpg,2.0047,55.56,0.9986,5.2385,5.2402,0.999106,0.999994,2.5463
RSSCN7,Field,460.jpg,2.0021,54.46,0.9986,5.6909,5.6925,0.999612,0.999974,3.1500
RSSCN7,Field,461.jpg,1.9927,53.21,0.9980,6.3557,6.3574,0.999854,0.999984,1.1983
RSSCN7,Field,462.jpg,2.0000,53.33,0.9982,6.1812,6.1825,0.999715,0.999976,1.3298
RSSCN7,Field,463.jpg,2.0018,57.54,0.9991,4.7583,4.7596,0.998998,0.999987,0.7562
RSSCN7,Field,464.jpg,1.9932,54.71,0.9984,6.2654,6.2667,0.999849,0.999989,2.0132
RSSCN7,Field,465.jpg,1.9964,59.86,0.9995,4.5980,4.5990,0.999748,0.999994,1.5834
RSSCN7,Field,466.jpg,2.0087,54.53,0.9987,5.9798,5.9804,0.999758,0.999988,2.3129
RSSCN7,Field,467.jpg,2.0068,53.78,0.9985,6.2190,6.2204,0.999750,0.999985,2.6267
RSSCN7,Field,468.jpg,2.0011,56.95,0.9991,5.7937,5.7943,0.999892,0.999993,2.0051
RSSCN7,Field,469.jpg,1.9925,56.53,0.9991,5.4850,5.4859,0.999924,0.999992,2.7598
RSSCN7,Field,470.jpg,2.0008,54.22,0.9983,5.3787,5.3801,0.998935,0.999963,1.7717
RSSCN7,Field,471.jpg,2.0181,56.16,0.9990,6.2026,6.2039,0.999921,0.999992,1.8508
RSSCN7,Field,472.jpg,2.0043,60.17,0.9996,5.8547,5.8552,0.999955,0.999997,1.6018
RSSCN7,Field,473.jpg,1.9900,58.29,0.9993,5.1749,5.1761,0.999780,0.999991,0.0943
RSSCN7,Field,474.jpg,2.0052,52.90,0.9984,6.2057,6.2064,0.999494,0.999977,0.2907
RSSCN7,Field,475.jpg,1.9973,52.68,0.9983,6.2157,6.2164,0.999475,0.999973,1.3956
RSSCN7,Field,476.jpg,2.0004,56.52,0.9990,6.0729,6.0742,0.999917,0.999993,3.4430
RSSCN7,Field,477.jpg,2.0088,54.30,0.9986,6.2920,6.2934,0.999854,0.999986,3.3072
RSSCN7,Field,478.jpg,1.9986,57.70,0.9992,5.6561,5.6576,0.999899,0.999989,1.1757
RSSCN7,Field,479.jpg,1.9981,57.47,0.9990,4.5352,4.5380,0.998523,0.999984,2.5637
RSSCN7,Field,480.jpg,1.9979,55.14,0.9987,5.5487,5.5506,0.999713,0.999977,1.6057
RSSCN7,Field,481.jpg,2.0005,53.42,0.9984,5.5945,5.5956,0.999005,0.999980,2.6886
RSSCN7,Field,482.jpg,2.0065,52.82,0.9982,5.6565,5.6577,0.998915,0.999980,0.6907
RSSCN7,Field,483.jpg,2.0065,52.15,0.9990,6.8118,6.8125,0.999771,0.999983,0.8687
RSSCN7,Field,484.jpg,2.0051,53.88,0.9984,6.1020,6.1026,0.999556,0.999985,2.1169
RSSCN7,Field,485.jpg,1.9869,53.39,0.9980,5.2517,5.2536,0.998371,0.999965,0.3508
RSSCN7,Field,486.jpg,1.9986,60.71,0.9996,4.9874,4.9888,0.999931,0.999995,0.8730
RSSCN7,Field,487.jpg,1.9929,59.47,0.9995,5.1608,5.1622,0.999925,0.999993,3.0123
RSSCN7,Field,488.jpg,1.9861,60.73,0.9996,5.1889,5.1902,0.999915,0.999994,2.2667
RSSCN7,Field,489.jpg,1.9955,61.83,0.9996,5.6909,5.6912,0.999945,0.999998,0.4161
RSSCN7,Field,490.jpg,1.9846,58.82,0.9994,5.7450,5.7462,0.999966,0.999996,1.9052
RSSCN7,Field,491.jpg,1.9912,58.13,0.9992,5.1071,5.1078,0.999610,0.999990,0.3337
RSSCN7,Field,492.jpg,2.0026,58.59,0.9993,5.7785,5.7793,0.999929,0.999996,0.7550
RSSCN7,Field,493.jpg,2.0037,56.97,0.9990,5.7563,5.7574,0.999827,0.999990,1.8976
RSSCN7,Field,494.jpg,2.0104,61.10,0.9996,5.4958,5.4968,0.999907,0.999996,1.5823
RSSCN7,Field,495.jpg,2.0153,61.08,0.9996,5.3350,5.3360,0.999953,0.999997,0.6159
RSSCN7,Field,496.jpg,2.0148,57.78,0.9992,5.5008,5.5026,0.999847,0.999991,1.5421
RSSCN7,Field,497.jpg,1.9932,60.92,0.9996,5.8064,5.8073,0.999934,0.999998,0.2897
RSSCN7,Field,498.jpg,2.0027,57.33,0.9991,5.5690,5.5702,0.999851,0.999988,2.2528
RSSCN7,Field,499.jpg,2.0002,56.37,0.9992,5.5166,5.5177,0.999886,0.999989,2.0578
RSSCN7,Field,500.jpg,1.9868,64.04,0.9998,5.3499,5.3504,0.999962,0.999998,1.7692
RSSCN7,Field,501.jpg,1.9776,68.03,0.9999,4.1002,4.1004,0.999910,0.999999,0.8886
RSSCN7,Field,502.jpg,1.9950,54.51,0.9986,6.3893,6.3896,0.999850,0.999992,0.9647
RSSCN7,Field,503.jpg,2.0099,61.41,0.9997,4.6528,4.6529,0.999866,0.999995,0.3782
RSSCN7,Field,504.jpg,2.0061,54.81,0.9983,4.6621,4.6656,0.997215,0.999987,2.1816
RSSCN7,Field,505.jpg,1.9982,52.04,0.9979,5.2940,5.2959,0.997776,0.999976,1.8742
RSSCN7,Field,506.jpg,1.9973,53.72,0.9983,5.7665,5.7686,0.999662,0.999989,0.8215
RSSCN7,Field,507.jpg,1.9906,62.28,0.9998,4.1110,4.1112,0.999807,0.999997,1.2051
RSSCN7,Field,508.jpg,2.0008,54.19,0.9981,4.7872,4.7905,0.997262,0.999986,2.6797
RSSCN7,Field,509.jpg,2.0054,55.65,0.9988,5.6178,5.6191,0.999576,0.999990,1.3830
RSSCN7,Field,510.jpg,2.0118,60.38,0.9996,4.9323,4.9325,0.999746,0.999994,0.6883
RSSCN7,Field,511.jpg,1.9950,54.58,0.9987,6.5520,6.5527,0.999889,0.999991,2.7410
RSSCN7,Field,512.jpg,1.9881,56.85,0.9995,6.4854,6.4855,0.999962,0.999993,0.6396
RSSCN7,Field,513.jpg,1.9973,52.17,0.9984,6.4128,6.4132,0.999608,0.999988,1.3923
RSSCN7,Field,514.jpg,1.9969,58.62,0.9994,4.9409,4.9418,0.999824,0.999994,1.3196
RSSCN7,Field,515.jpg,2.0037,57.67,0.9994,5.6517,5.6525,0.999924,0.999994,2.3595
RSSCN7,Field,516.jpg,1.9982,53.85,0.9984,6.0022,6.0030,0.999506,0.999996,2.0001
RSSCN7,Field,517.jpg,1.9872,66.32,0.9999,4.2913,4.2917,0.999714,0.999999,1.1579
RSSCN7,Field,518.jpg,1.9842,60.80,0.9997,5.5254,5.5257,0.999859,0.999997,1.6047
RSSCN7,Field,519.jpg,1.9929,54.37,0.9991,6.2797,6.2800,0.999912,0.999991,1.9920
RSSCN7,Field,520.jpg,2.0083,56.52,0.9994,5.7240,5.7242,0.999935,0.999993,2.0729
RSSCN7,Field,521.jpg,2.0116,52.15,0.9980,5.4702,5.4718,0.998327,0.999968,2.4740
RSSCN7,Field,522.jpg,1.9950,51.69,0.9992,6.3842,6.3846,0.999470,0.999962,2.3977
RSSCN7,Field,523.jpg,1.9974,51.99,0.9982,5.5815,5.5826,0.998531,0.999968,0.0457
RSSCN7,Field,524.jpg,1.9982,52.05,0.9982,5.9731,5.9740,0.999135,0.999983,1.6106
RSSCN7,Field,525.jpg,2.0002,52.91,0.9986,5.7086,5.7101,0.999141,0.999980,0.1592
RSSCN7,Field,526.jpg,2.0002,52.00,0.9991,6.4356,6.4361,0.999552,0.999973,1.6283
RSSCN7,Field,527.jpg,1.9947,54.02,0.9982,5.4179,5.4194,0.998806,0.999993,2.3097
RSSCN7,Field,528.jpg,2.0012,52.09,0.9983,6.0688,6.0694,0.999354,0.999988,1.3182
RSSCN7,Field,529.jpg,1.9870,51.73,0.9989,6.7685,6.7688,0.999722,0.999976,1.5514
RSSCN7,Field,530.jpg,1.9975,51.70,0.9992,6.9342,6.9347,0.999826,0.999979,1.3202
RSSCN7,Field,531.jpg,2.0024,52.19,0.9987,6.8784,6.8788,0.999770,0.999984,2.1972
RSSCN7,Field,532.jpg,1.9965,52.38,0.9979,5.5225,5.5245,0.998881,0.999991,2.9556
RSSCN7,Field,533.jpg,1.9923,51.96,0.9982,6.5080,6.5095,0.999768,0.999985,3.7558
RSSCN7,Field,534.jpg,1.9992,51.97,0.9983,6.8321,6.8330,0.999843,0.999986,1.3548
RSSCN7,Field,535.jpg,2.0044,51.90,0.9983,6.6188,6.6195,0.999739,0.999987,1.4083
RSSCN7,Field,536.jpg,1.9956,51.71,0.9987,6.7300,6.7305,0.999732,0.999984,1.0347
RSSCN7,Field,537.jpg,2.0025,55.75,0.9989,5.7475,5.7486,0.999743,0.999991,3.8234
RSSCN7,Field,538.jpg,2.0109,52.15,0.9983,6.6672,6.6680,0.999802,0.999972,2.4879
RSSCN7,Field,539.jpg,1.9957,52.46,0.9983,5.9882,5.9891,0.999564,0.999974,1.3929
RSSCN7,Field,540.jpg,1.9933,51.80,0.9988,6.3788,6.3793,0.999508,0.999971,1.0544
RSSCN7,Field,541.jpg,1.9998,51.88,0.9986,5.8807,5.8816,0.999050,0.999979,2.5191
RSSCN7,Field,542.jpg,2.0003,51.78,0.9990,6.3187,6.3191,0.999451,0.999973,1.5284
RSSCN7,Field,543.jpg,2.0029,52.44,0.9987,6.0081,6.0090,0.999360,0.999974,1.7541
RSSCN7,Field,544.jpg,1.9992,53.06,0.9982,5.5862,5.5880,0.999139,0.999979,2.0736
RSSCN7,Field,545.jpg,1.9962,51.69,0.9991,6.7228,6.7232,0.999731,0.999971,1.6269
RSSCN7,Field,546.jpg,1.9930,51.68,0.9991,7.0067,7.0071,0.999817,0.999982,0.5879
RSSCN7,Field,547.jpg,2.0007,52.81,0.9984,6.7170,6.7176,0.999770,0.999987,1.7247
RSSCN7,Field,548.jpg,2.0054,51.74,0.9990,6.8083,6.8086,0.999729,0.999980,2.2374
RSSCN7,Field,549.jpg,1.9937,51.69,0.9988,5.9579,5.9586,0.999056,0.999990,1.2356
RSSCN7,Field,550.jpg,2.0006,54.60,0.9989,5.7487,5.7493,0.999425,0.999988,0.8519
RSSCN7,Field,551.jpg,1.9995,55.13,0.9987,6.1649,6.1654,0.999746,0.999993,1.2509
RSSCN7,Field,552.jpg,1.9957,54.48,0.9983,5.2620,5.2636,0.998676,0.999993,2.4939
RSSCN7,Field,553.jpg,1.9893,54.39,0.9983,6.2276,6.2289,0.999891,0.999992,0.6783
RSSCN7,Field,554.jpg,2.0003,54.72,0.9983,6.0583,6.0604,0.999887,0.999991,1.9645
RSSCN7,Field,555.jpg,2.0112,57.75,0.9991,5.3839,5.3848,0.999501,0.999994,1.3954
RSSCN7,Field,556.jpg,1.9986,54.43,0.9987,6.3784,6.3789,0.999787,0.999993,1.8109
RSSCN7,Field,557.jpg,2.0011,57.00,0.9992,6.6001,6.6004,0.999911,0.999994,1.9855
RSSCN7,Field,558.jpg,2.0051,59.28,0.9994,5.4904,5.4920,0.999974,0.999994,0.2678
RSSCN7,Field,559.jpg,2.0075,63.49,0.9997,4.0596,4.0608,0.999318,0.999992,0.3090
RSSCN7,Field,560.jpg,2.0042,53.13,0.9985,6.2781,6.2789,0.999712,0.999980,1.2611
RSSCN7,Field,561.jpg,2.0033,61.13,0.9997,5.5473,5.5480,0.999965,0.999998,0.2790
RSSCN7,Field,562.jpg,1.9959,60.43,0.9997,5.7248,5.7249,0.999978,0.999996,0.8129
RSSCN7,Field,563.jpg,2.0000,63.62,0.9998,5.8372,5.8380,0.999990,0.999999,1.5110
RSSCN7,Field,564.jpg,2.0018,55.75,0.9990,6.2569,6.2577,0.999846,0.999993,2.2068
RSSCN7,Field,565.jpg,1.9894,57.33,0.9991,5.9618,5.9633,0.999889,0.999994,1.0358
RSSCN7,Field,566.jpg,2.0058,51.73,0.9988,6.1582,6.1587,0.999278,0.999981,1.1260
RSSCN7,Field,567.jpg,2.0135,56.30,0.9989,5.9452,5.9461,0.999814,0.999991,1.4256
RSSCN7,Field,568.jpg,2.0015,55.56,0.9986,6.1964,6.1974,0.999872,0.999987,1.5303
RSSCN7,Field,569.jpg,1.9984,57.22,0.9991,5.2442,5.2458,0.999672,0.999994,1.3127
RSSCN7,Field,570.jpg,1.9926,56.83,0.9991,5.4896,5.4908,0.999802,0.999994,1.6531
RSSCN7,Field,571.jpg,1.9972,54.20,0.9983,5.0940,5.0960,0.998675,0.999990,3.2761
RSSCN7,Field,572.jpg,2.0017,53.54,0.9981,5.5916,5.5929,0.999012,0.999968,1.2163
RSSCN7,Field,573.jpg,2.0162,58.48,0.9992,4.3724,4.3745,0.998501,0.999991,2.0072
RSSCN7,Field,574.jpg,1.9975,53.63,0.9980,4.8613,4.8647,0.997463,0.999976,2.9106
RSSCN7,Field,575.jpg,2.0026,56.55,0.9991,4.9472,4.9477,0.999113,0.999984,1.1890
RSSCN7,Field,576.jpg,1.9893,52.85,0.9983,6.0126,6.0129,0.999404,0.999975,1.9814
RSSCN7,Field,577.jpg,2.0082,55.02,0.9986,5.0568,5.0587,0.998793,0.999980,2.6605
RSSCN7,Field,578.jpg,1.9968,53.83,0.9986,5.6275,5.6286,0.999296,0.999978,1.4713
RSSCN7,Field,579.jpg,2.0139,61.56,0.9997,4.7848,4.7851,0.999609,0.999996,0.9346
RSSCN7,Field,580.jpg,1.9974,53.91,0.9983,5.2626,5.2647,0.998819,0.999977,2.6319
RSSCN7,Field,581.jpg,2.0075,53.43,0.9979,5.3751,5.3771,0.998749,0.999979,4.1872
RSSCN7,Field,582.jpg,2.0009,53.12,0.9980,5.2046,5.2068,0.998079,0.999972,1.5721
RSSCN7,Field,583.jpg,2.0381,67.76,0.9999,4.6896,4.6896,0.999936,0.999999,0.6360
RSSCN7,Field,584.jpg,1.9973,54.14,0.9982,5.2283,5.2302,0.998664,0.999977,2.8569
RSSCN7,Field,585.jpg,2.0016,52.86,0.9978,5.4714,5.4732,0.998642,0.999969,1.3364
RSSCN7,Field,586.jpg,2.0040,52.89,0.9978,5.4987,5.5002,0.998742,0.999977,2.0800
RSSCN7,Field,587.jpg,2.0156,59.34,0.9994,4.9412,4.9417,0.999590,0.999996,1.3553
RSSCN7,Field,588.jpg,2.0017,54.08,0.9984,6.0384,6.0399,0.999788,0.999984,3.1226
RSSCN7,Field,589.jpg,1.9963,54.87,0.9985,5.4677,5.4691,0.999407,0.999991,1.3666
RSSCN7,Field,590.jpg,1.9960,54.51,0.9986,5.7348,5.7358,0.999508,0.999984,0.0244
RSSCN7,Field,591.jpg,1.9934,52.01,0.9981,5.5928,5.5943,0.998604,0.999962,0.9217
RSSCN7,Field,592.jpg,1.9965,51.89,0.9982,6.0636,6.0643,0.999224,0.999970,2.4517
RSSCN7,Field,593.jpg,1.9920,54.23,0.9990,6.4228,6.4235,0.999891,0.999986,1.2778
RSSCN7,Field,594.jpg,2.0071,62.64,0.9998,4.1824,4.1826,0.999677,0.999997,0.1246
RSSCN7,Field,595.jpg,1.9802,59.86,0.9995,5.2363,5.2367,0.999709,0.999997,0.4672
RSSCN7,Field,596.jpg,2.0083,63.66,0.9998,4.5162,4.5169,0.999596,0.999999,0.3970
RSSCN7,Field,597.jpg,2.0141,57.80,0.9992,5.5573,5.5580,0.999718,0.999987,3.0739
RSSCN7,Field,598.jpg,2.0171,58.95,0.9993,4.5572,4.5589,0.998805,0.999989,1.6025
RSSCN7,Field,599.jpg,2.0054,52.90,0.9981,6.2109,6.2119,0.999600,0.999989,0.9069
RSSCN7,Field,600.jpg,2.0017,54.12,0.9983,6.0410,6.0424,0.999697,0.999990,2.9514
RSSCN7,Field,601.jpg,1.9998,56.86,0.9990,5.4611,5.4623,0.999570,0.999991,2.0445
RSSCN7,Field,602.jpg,2.0249,69.20,1.0000,4.6522,4.6523,0.999919,0.999999,0.1768
RSSCN7,Field,603.jpg,2.0135,70.38,1.0000,4.9910,4.9913,0.999994,1.000000,0.4051
RSSCN7,Field,604.jpg,2.0014,61.95,0.9997,5.4155,5.4159,0.999879,0.999998,2.2822
RSSCN7,Field,605.jpg,2.0005,69.13,0.9999,3.9109,3.9112,0.999715,0.999999,0.8549
RSSCN7,Field,606.jpg,2.0194,64.40,0.9998,5.0572,5.0576,0.999846,0.999998,2.0977
RSSCN7,Field,607.jpg,1.9878,57.38,0.9994,5.6961,5.6964,0.999744,0.999994,1.5697
RSSCN7,Field,608.jpg,1.9924,56.56,0.9992,6.1153,6.1157,0.999836,0.999992,1.4119
RSSCN7,Field,609.jpg,2.0052,55.32,0.9989,6.1502,6.1504,0.999721,0.999991,3.4450
RSSCN7,Field,610.jpg,2.0040,56.11,0.9991,6.0163,6.0170,0.999870,0.999994,1.4145
RSSCN7,Field,611.jpg,2.0208,56.47,0.9993,6.5405,6.5410,0.999936,0.999996,1.5502
RSSCN7,Field,612.jpg,2.0072,58.27,0.9996,6.2915,6.2918,0.999960,0.999994,2.1516
RSSCN7,Field,613.jpg,2.0012,56.41,0.9990,5.1162,5.1180,0.999568,0.999993,0.1165
RSSCN7,Field,614.jpg,2.0009,57.68,0.9995,6.3199,6.3202,0.999920,0.999996,1.3311
RSSCN7,Field,615.jpg,2.0122,59.30,0.9997,5.2838,5.2838,0.999847,0.999996,1.1584
RSSCN7,Field,616.jpg,2.0138,61.05,0.9998,5.3186,5.3190,0.999909,0.999998,3.1372
RSSCN7,Field,617.jpg,2.0030,57.46,0.9994,5.5095,5.5099,0.999798,0.999994,0.2229
RSSCN7,Field,618.jpg,1.9959,60.92,0.9997,5.2348,5.2353,0.999840,0.999998,0.6644
RSSCN7,Field,619.jpg,2.0131,56.85,0.9992,6.2019,6.2025,0.999860,0.999995,1.7216
RSSCN7,Field,620.jpg,1.9722,61.14,0.9997,5.6960,5.6964,0.999949,0.999998,3.1363
RSSCN7,Field,621.jpg,2.0154,58.75,0.9995,5.5549,5.5554,0.999842,0.999996,1.2137
RSSCN7,Field,622.jpg,2.0190,59.45,0.9997,5.2315,5.2321,0.999814,0.999996,0.3737
RSSCN7,Field,623.jpg,1.9864,55.62,0.9992,6.7945,6.7949,0.999937,0.999995,2.3510
RSSCN7,Field,624.jpg,1.9995,58.99,0.9995,6.2097,6.2101,0.999954,0.999996,0.0750
RSSCN7,Field,625.jpg,1.9930,56.96,0.9992,5.7746,5.7761,0.999862,0.999995,1.4947
RSSCN7,Field,626.jpg,2.0016,55.22,0.9991,6.3064,6.3072,0.999811,0.999990,1.8508
RSSCN7,Field,627.jpg,1.9986,59.22,0.9996,5.8075,5.8077,0.999866,0.999996,0.0770
RSSCN7,Field,628.jpg,1.9992,53.49,0.9982,6.1918,6.1925,0.999561,0.999992,1.6615
RSSCN7,Field,629.jpg,2.0040,59.78,0.9998,5.1084,5.1089,0.999922,0.999996,2.1809
RSSCN7,Field,630.jpg,1.9947,59.50,0.9997,5.4973,5.4976,0.999961,0.999996,0.9108
RSSCN7,Field,631.jpg,1.9997,58.25,0.9994,6.3463,6.3466,0.999887,0.999995,0.0313
RSSCN7,Field,632.jpg,2.0090,57.56,0.9991,5.9501,5.9503,0.999784,0.999994,2.3776
RSSCN7,Field,633.jpg,2.0242,62.33,0.9997,5.3705,5.3708,0.999826,0.999998,0.4007
RSSCN7,Field,634.jpg,2.0156,59.01,0.9995,6.0375,6.0377,0.999864,0.999996,2.1797
RSSCN7,Field,635.jpg,2.0093,61.45,0.9996,6.3076,6.3078,0.999945,0.999998,0.8145
RSSCN7,Field,636.jpg,2.0121,55.26,0.9988,6.5092,6.5096,0.999852,0.999997,1.0257
RSSCN7,Field,637.jpg,2.0023,58.05,0.9993,5.7661,5.7667,0.999824,0.999997,1.4935
RSSCN7,Field,638.jpg,2.0092,56.43,0.9987,4.6252,4.6282,0.998015,0.999991,0.5330
RSSCN7,Field,639.jpg,1.9956,53.66,0.9981,5.4257,5.4273,0.998793,0.999986,1.2665
RSSCN7,Field,640.jpg,2.0102,56.92,0.9989,5.5039,5.5063,0.999889,0.999994,3.5849
RSSCN7,Field,641.jpg,2.0028,55.20,0.9984,5.3066,5.3083,0.998942,0.999989,1.4197
RSSCN7,Field,642.jpg,1.9955,55.20,0.9985,5.4225,5.4239,0.999144,0.999988,1.3318
RSSCN7,Field,643.jpg,2.0017,55.41,0.9986,5.2868,5.2881,0.999007,0.999990,1.2465
RSSCN7,Field,644.jpg,1.9937,57.43,0.9992,5.0648,5.0660,0.999424,0.999995,3.6331
RSSCN7,Field,645.jpg,2.0092,52.37,0.9978,5.2161,5.2182,0.997714,0.999969,2.8740
RSSCN7,Field,646.jpg,2.0009,55.16,0.9985,5.3768,5.3780,0.999079,0.999990,3.0092
RSSCN7,Field,647.jpg,2.0082,53.72,0.9983,5.4041,5.4057,0.998815,0.999982,2.2369
RSSCN7,Field,648.jpg,2.0211,59.31,0.9994,4.9907,4.9916,0.999389,0.999995,0.0425
RSSCN7,Field,649.jpg,2.0046,55.18,0.9985,5.5208,5.5218,0.999234,0.999984,3.0413
RSSCN7,Field,650.jpg,2.0068,52.08,0.9980,5.6063,5.6077,0.998574,0.999976,1.3169
RSSCN7,Field,651.jpg,1.9964,53.44,0.9982,5.6628,5.6641,0.999182,0.999988,2.2053
RSSCN7,Field,652.jpg,2.0010,53.55,0.9981,5.8344,5.8353,0.999311,0.999985,2.2955
RSSCN7,Field,653.jpg,2.0099,60.03,0.9995,5.2944,5.2951,0.999719,0.999997,1.3840
