Dataset,Class,Image Name,EC (Capacity),PSNR (dB),SSIM,Entropy Cover,Entropy Stego,Correlation,Cosine Sim,t-Test
RSSCN7,Resident,2344.jpg,2.0009,51.80,0.9991,7.2549,7.2551,0.999849,0.999988,2.8431
RSSCN7,Resident,2345.jpg,2.0031,52.31,0.9990,7.0897,7.0901,0.999834,0.999988,1.8008
RSSCN7,Resident,2346.jpg,2.0013,51.88,0.9991,7.3822,7.3824,0.999875,0.999988,1.4578
RSSCN7,Resident,2347.jpg,1.9946,52.01,0.9991,7.0260,7.0263,0.999805,0.999988,2.0434
RSSCN7,Resident,2348.jpg,2.0027,52.01,0.9989,7.0106,7.0107,0.999799,0.999990,3.1203
RSSCN7,Resident,2349.jpg,2.0001,51.90,0.9990,6.9600,6.9600,0.999773,0.999989,1.3511
RSSCN7,Resident,2350.jpg,1.9850,52.11,0.9988,6.8442,6.8444,0.999758,0.999987,0.2562
RSSCN7,Resident,2351.jpg,1.9981,51.96,0.9990,7.1516,7.1518,0.999843,0.999984,2.0074
RSSCN7,Resident,2352.jpg,1.9960,51.83,0.9990,7.1967,7.1968,0.999838,0.999984,1.9709
RSSCN7,Resident,2353.jpg,2.0027,52.05,0.9987,7.0418,7.0420,0.999811,0.999988,2.9284
RSSCN7,Resident,2354.jpg,1.9959,51.93,0.9989,6.9293,6.9296,0.999772,0.999980,1.2346
RSSCN7,Resident,2355.jpg,1.9946,52.07,0.9988,6.7953,6.7958,0.999731,0.999978,3.0054
RSSCN7,Resident,2356.jpg,2.0029,52.42,0.9986,6.7942,6.7944,0.999757,0.999981,0.2401
RSSCN7,Resident,2357.jpg,2.0022,52.09,0.9988,6.8731,6.8730,0.999756,0.999980,0.7052
RSSCN7,Resident,2358.jpg,2.0079,51.80,0.9990,6.8075,6.8078,0.999733,0.999978,1.0066
RSSCN7,Resident,2359.jpg,2.0036,51.79,0.9989,6.7599,6.7603,0.999702,0.999977,1.7854
RSSCN7,Resident,2360.jpg,1.9979,51.93,0.9989,6.8479,6.8481,0.999755,0.999980,0.3447
RSSCN7,Resident,2361.jpg,1.9982,51.89,0.9987,6.6166,6.6170,0.999650,0.999975,1.5718
RSSCN7,Resident,2362.jpg,1.9956,52.02,0.9987,6.6097,6.6099,0.999659,0.999982,1.9198
RSSCN7,Resident,2363.jpg,2.0012,51.97,0.9990,7.0485,7.0486,0.999825,0.999978,1.9907
RSSCN7,Resident,2364.jpg,1.9946,51.98,0.9990,7.1376,7.1378,0.999847,0.999982,2.9150
RSSCN7,Resident,2365.jpg,1.9971,51.88,0.9992,7.2026,7.2029,0.999850,0.999982,1.0581
RSSCN7,Resident,2366.jpg,1.9964,52.22,0.9989,7.2141,7.2142,0.999882,0.999984,1.4007
RSSCN7,Resident,2367.jpg,2.0034,52.54,0.9988,7.1165,7.1169,0.999889,0.999985,1.5376
RSSCN7,Resident,2368.jpg,2.0066,52.38,0.9989,7.1446,7.1450,0.999868,0.999984,2.5594
RSSCN7,Resident,2369.jpg,2.0055,52.47,0.9988,6.8333,6.8336,0.999803,0.999979,0.2768
RSSCN7,Resident,2370.jpg,2.0033,52.15,0.9989,6.9985,6.9989,0.999834,0.999978,1.6128
RSSCN7,Resident,2371.jpg,1.9990,52.41,0.9989,7.0989,7.0994,0.999858,0.999985,1.6311
RSSCN7,Resident,2372.jpg,2.0039,52.81,0.9989,6.8921,6.8925,0.999843,0.999985,2.4237
RSSCN7,Resident,2373.jpg,1.9969,52.63,0.9990,6.9661,6.9667,0.999858,0.999984,0.4132
RSSCN7,Resident,2374.jpg,2.0029,52.52,0.9989,6.9699,6.9705,0.999847,0.999985,2.2445
RSSCN7,Resident,2375.jpg,2.0048,52.43,0.9987,7.0718,7.0720,0.999863,0.999981,2.4278
RSSCN7,Resident,2376.jpg,2.0044,52.85,0.9989,7.0139,7.0141,0.999871,0.999985,0.2993
RSSCN7,Resident,2377.jpg,1.9980,52.54,0.9990,7.0732,7.0736,0.999857,0.999985,3.3408
RSSCN7,Resident,2378.jpg,1.9953,52.20,0.9989,7.0858,7.0861,0.999849,0.999982,0.9985
RSSCN7,Resident,2379.jpg,1.9996,51.91,0.9990,6.9366,6.9370,0.999778,0.999975,2.0481
RSSCN7,Resident,2380.jpg,2.0030,51.95,0.9991,7.1079,7.1081,0.999825,0.999982,1.4395
RSSCN7,Resident,2381.jpg,1.9984,52.18,0.9988,6.8344,6.8346,0.999762,0.999977,2.2732
RSSCN7,Resident,2382.jpg,2.0031,52.01,0.9991,7.2930,7.2933,0.999865,0.999985,1.0810
RSSCN7,Resident,2383.jpg,1.9958,52.08,0.9991,7.2163,7.2165,0.999850,0.999984,2.7096
RSSCN7,Resident,2384.jpg,1.9957,52.03,0.9992,7.1556,7.1559,0.999846,0.999987,1.3102
RSSCN7,Resident,2385.jpg,1.9943,52.06,0.9990,7.2721,7.2723,0.999863,0.999984,1.4249
RSSCN7,Resident,2386.jpg,2.0047,52.13,0.9992,7.4639,7.4642,0.999900,0.999987,0.9938
RSSCN7,Resident,2387.jpg,2.0093,51.88,0.9992,7.2602,7.2602,0.999853,0.999984,0.5806
RSSCN7,Resident,2388.jpg,1.9984,51.79,0.9993,7.3240,7.3245,0.999869,0.999985,0.2739
RSSCN7,Resident,2389.jpg,2.0036,51.87,0.9991,7.2730,7.2732,0.999864,0.999979,0.5139
RSSCN7,Resident,2390.jpg,2.0007,51.80,0.9992,7.2410,7.2411,0.999849,0.999984,1.8619
RSSCN7,Resident,2391.jpg,1.9991,51.88,0.9992,7.2617,7.2619,0.999854,0.999986,1.8559
RSSCN7,Resident,2392.jpg,1.9962,51.81,0.9992,7.2237,7.2239,0.999846,0.999982,0.6744
RSSCN7,Resident,2393.jpg,1.9951,52.71,0.9990,7.0669,7.0671,0.999858,0.999983,1.0914
RSSCN7,Resident,2394.jpg,1.9970,51.83,0.9992,7.2822,7.2824,0.999867,0.999985,3.1953
RSSCN7,Resident,2395.jpg,2.0004,52.30,0.9989,7.0621,7.0623,0.999841,0.999985,0.7576
RSSCN7,Resident,2396.jpg,1.9942,51.79,0.9991,7.0013,7.0016,0.999795,0.999975,2.5400
RSSCN7,Resident,2397.jpg,2.0058,52.09,0.9991,7.2119,7.2121,0.999863,0.999983,2.7928
RSSCN7,Resident,2398.jpg,2.0046,52.11,0.9990,7.1251,7.1252,0.999836,0.999982,0.7287
RSSCN7,Resident,2399.jpg,1.9985,51.90,0.9992,7.2377,7.2379,0.999851,0.999986,0.4098
RSSCN7,Resident,2400.jpg,2.0065,51.78,0.9992,7.0526,7.0529,0.999800,0.999986,2.0633
RSSCN7,River,1201.jpg,1.9977,53.06,0.9989,6.4820,6.4819,0.999767,0.999982,0.9470
RSSCN7,River,1202.jpg,2.0038,56.16,0.9991,5.6506,5.6512,0.999726,0.999993,0.3151
RSSCN7,River,1203.jpg,2.0087,52.97,0.9990,6.7837,6.7839,0.999869,0.999990,1.1042
RSSCN7,River,1204.jpg,1.9960,54.41,0.9988,6.2606,6.2614,0.999859,0.999955,0.8852
RSSCN7,River,1205.jpg,1.9912,54.56,0.9986,6.5387,6.5394,0.999878,0.999969,0.2824
RSSCN7,River,1206.jpg,1.9964,53.54,0.9992,6.5444,6.5449,0.999840,0.999963,1.1139
RSSCN7,River,1207.jpg,1.9956,53.73,0.9992,6.3456,6.3462,0.999810,0.999963,1.0640
RSSCN7,River,1208.jpg,2.0049,53.99,0.9992,6.2964,6.2967,0.999815,0.999970,2.2708
RSSCN7,River,1209.jpg,2.0006,52.23,0.9988,6.6217,6.6222,0.999714,0.999971,1.1308
RSSCN7,River,1210.jpg,1.9992,54.53,0.9987,6.1573,6.1575,0.999794,0.999993,1.9056
RSSCN7,River,1211.jpg,1.9937,57.62,0.9994,6.2874,6.2876,0.999915,0.999995,1.7530
RSSCN7,River,1212.jpg,1.9993,54.84,0.9990,6.3277,6.3279,0.999846,0.999992,2.8966
RSSCN7,River,1213.jpg,1.9997,53.64,0.9992,6.0511,6.0525,0.999709,0.999974,2.4848
RSSCN7,River,1214.jpg,2.0009,52.13,0.9988,6.7322,6.7324,0.999737,0.999960,0.9099
RSSCN7,River,1215.jpg,1.9999,53.15,0.9989,6.8393,6.8395,0.999854,0.999984,0.7275
RSSCN7,River,1216.jpg,1.9988,53.17,0.9988,6.7377,6.7384,0.999829,0.999987,1.9018
RSSCN7,River,1217.jpg,2.0016,54.37,0.9989,6.2300,6.2305,0.999819,0.999983,1.6584
RSSCN7,River,1218.jpg,1.9959,55.34,0.9992,5.9543,5.9546,0.999917,0.999987,2.7731
RSSCN7,River,1219.jpg,2.0023,52.89,0.9990,6.8779,6.8786,0.999855,0.999976,3.5173
RSSCN7,River,1220.jpg,1.9982,52.15,0.9989,6.8185,6.8189,0.999775,0.999971,0.5116
RSSCN7,River,1221.jpg,2.0027,57.37,0.9992,6.1231,6.1234,0.999907,0.999994,1.9350
RSSCN7,River,1222.jpg,2.0009,58.80,0.9997,4.3781,4.3780,0.999865,0.999996,0.7675
RSSCN7,River,1223.jpg,2.0003,56.47,0.9995,5.2632,5.2635,0.999916,0.999981,1.8414
RSSCN7,River,1224.jpg,2.0049,55.88,0.9993,5.6776,5.6778,0.999927,0.999985,2.1823
RSSCN7,River,1225.jpg,2.0042,55.24,0.9991,6.0646,6.0649,0.999937,0.999981,2.0106
RSSCN7,River,1226.jpg,1.9975,55.95,0.9991,5.6916,5.6917,0.999955,0.999986,1.5084
RSSCN7,River,1227.jpg,2.0059,53.41,0.9988,6.4779,6.4789,0.999899,0.999979,2.4143
RSSCN7,River,1228.jpg,2.0060,55.37,0.9993,6.0947,6.0950,0.999927,0.999980,2.5226
RSSCN7,River,1229.jpg,1.9980,55.66,0.9994,5.7725,5.7730,0.999937,0.999982,1.9091
RSSCN7,River,1230.jpg,1.9973,55.00,0.9992,6.0036,6.0045,0.999943,0.999985,1.6032
RSSCN7,River,1231.jpg,1.9997,54.07,0.9990,5.9664,5.9670,0.999834,0.999978,0.4642
RSSCN7,River,1232.jpg,1.9950,56.53,0.9995,5.9732,5.9735,0.999880,0.999983,2.4803
RSSCN7,River,1233.jpg,1.9986,55.57,0.9994,5.7895,5.7899,0.999858,0.999976,2.8347
RSSCN7,River,1234.jpg,2.0075,54.41,0.9993,6.3582,6.3582,0.999823,0.999979,2.9145
RSSCN7,River,1235.jpg,1.9934,55.40,0.9994,6.3869,6.3876,0.999969,0.999992,0.9521
RSSCN7,River,1236.jpg,1.9950,55.66,0.9992,5.7697,5.7711,0.999905,0.999982,1.7986
RSSCN7,River,1237.jpg,2.0066,57.70,0.9995,5.4585,5.4591,0.999950,0.999989,0.0823
RSSCN7,River,1238.jpg,2.0008,54.25,0.9990,6.1443,6.1451,0.999910,0.999986,1.8757
RSSCN7,River,1239.jpg,2.0072,53.34,0.9988,7.0160,7.0166,0.999897,0.999980,0.7398
RSSCN7,River,1240.jpg,2.0040,55.60,0.9994,7.1123,7.1128,0.999972,0.999994,1.6063
RSSCN7,River,1241.jpg,2.0030,56.82,0.9995,5.9526,5.9530,0.999938,0.999989,1.1845
RSSCN7,River,1242.jpg,1.9929,57.17,0.9995,5.1186,5.1186,0.999884,0.999989,1.0178
RSSCN7,River,1243.jpg,2.0052,54.85,0.9991,6.0294,6.0295,0.999789,0.999980,1.9480
RSSCN7,River,1244.jpg,2.0095,61.43,0.9998,3.6904,3.6908,0.999925,0.999994,1.1559
RSSCN7,River,1245.jpg,1.9959,59.24,0.9997,5.4803,5.4803,0.999825,0.999993,0.8840
RSSCN7,River,1246.jpg,2.0053,56.41,0.9995,5.6746,5.6747,0.999877,0.999990,0.0304
RSSCN7,River,1247.jpg,2.0016,56.09,0.9995,5.6552,5.6555,0.999887,0.999990,0.7229
RSSCN7,River,1248.jpg,2.0009,55.31,0.9995,6.4718,6.4721,0.999962,0.999991,2.5756
RSSCN7,River,1249.jpg,1.9939,55.80,0.9996,6.4671,6.4671,0.999975,0.999990,0.8312
RSSCN7,River,1250.jpg,1.9922,55.37,0.9996,6.2894,6.2899,0.999970,0.999989,0.7955
RSSCN7,River,1251.jpg,2.0037,56.74,0.9996,6.3792,6.3795,0.999970,0.999989,1.4479
RSSCN7,River,1252.jpg,1.9938,57.87,0.9997,5.9767,5.9768,0.999959,0.999990,1.8096
RSSCN7,River,1253.jpg,2.0020,56.05,0.9996,6.3190,6.3191,0.999940,0.999983,1.7650
RSSCN7,River,1254.jpg,2.0036,58.34,0.9997,5.0874,5.0878,0.999960,0.999985,0.5444
RSSCN7,River,1255.jpg,1.9938,55.28,0.9994,6.0813,6.0817,0.999884,0.999972,1.7353
RSSCN7,River,1256.jpg,2.0087,56.89,0.9995,5.2421,5.2429,0.999863,0.999974,0.3694
RSSCN7,River,1257.jpg,2.0155,58.81,0.9997,4.9388,4.9391,0.999910,0.999980,0.6614
RSSCN7,River,1258.jpg,2.0061,55.93,0.9995,5.5851,5.5867,0.999910,0.999961,2.1996
RSSCN7,River,1259.jpg,2.0022,59.79,0.9998,4.5913,4.5914,0.999950,0.999987,1.4803
RSSCN7,River,1260.jpg,1.9963,54.23,0.9992,6.2212,6.2222,0.999929,0.999981,3.0122
RSSCN7,River,1261.jpg,2.0040,56.85,0.9996,5.8970,5.8973,0.999988,0.999995,0.6077
RSSCN7,River,1262.jpg,2.0026,55.01,0.9993,6.6446,6.6448,0.999950,0.999989,1.2851
RSSCN7,River,1263.jpg,1.9977,54.52,0.9992,6.6738,6.6737,0.999926,0.999983,2.0491
RSSCN7,River,1264.jpg,1.9994,53.54,0.9991,6.9596,6.9600,0.999918,0.999985,4.2757
RSSCN7,River,1265.jpg,2.0011,57.85,0.9997,5.9313,5.9313,0.999983,0.999992,1.6510
RSSCN7,River,1266.jpg,1.9949,55.75,0.9995,6.5139,6.5142,0.999978,0.999992,2.7855
RSSCN7,River,1267.jpg,2.0047,52.81,0.9992,7.4532,7.4535,0.999945,0.999988,0.0971
RSSCN7,River,1268.jpg,2.0067,54.76,0.9989,6.2186,6.2191,0.999873,0.999988,0.8588
RSSCN7,River,1269.jpg,1.9901,62.38,0.9998,5.7872,5.7872,0.999983,0.999999,1.4400
RSSCN7,River,1270.jpg,1.9932,58.55,0.9997,5.6728,5.6729,0.999968,0.999992,2.9222
RSSCN7,River,1271.jpg,1.9886,58.59,0.9995,6.5011,6.5013,0.999958,0.999993,0.0976
RSSCN7,River,1272.jpg,1.9910,58.39,0.9997,5.1441,5.1441,0.999928,0.999991,1.0376
RSSCN7,River,1273.jpg,2.0010,56.18,0.9995,5.9880,5.9883,0.999933,0.999986,0.8486
RSSCN7,River,1274.jpg,1.9959,54.25,0.9990,7.1254,7.1257,0.999935,0.999990,0.4620
RSSCN7,River,1275.jpg,1.9955,57.41,0.9994,5.1305,5.1309,0.999764,0.999996,1.8642
RSSCN7,River,1276.jpg,2.0056,54.65,0.9991,6.5475,6.5478,0.999829,0.999994,2.2012
RSSCN7,River,1277.jpg,2.0025,60.41,0.9998,4.6102,4.6105,0.999986,0.999996,0.8835
RSSCN7,River,1278.jpg,2.0020,56.75,0.9995,6.1065,6.1073,0.999934,0.999996,2.1224
RSSCN7,River,1279.jpg,1.9968,59.43,0.9997,6.1012,6.1012,0.999978,0.999998,0.7894
RSSCN7,River,1280.jpg,2.0130,60.14,0.9997,6.3498,6.3499,0.999988,0.999998,1.0740
RSSCN7,River,1281.jpg,2.0003,55.28,0.9991,6.0926,6.0929,0.999862,0.999986,2.3164
RSSCN7,River,1282.jpg,1.9965,54.56,0.9990,7.2610,7.2613,0.999956,0.999993,1.7202
RSSCN7,River,1283.jpg,1.9973,55.25,0.9992,6.2768,6.2772,0.999907,0.999997,0.5985
RSSCN7,River,1284.jpg,1.9861,54.82,0.9991,6.0900,6.0905,0.999870,0.999996,1.6279
RSSCN7,River,1285.jpg,2.0000,56.24,0.9993,6.7781,6.7781,0.999922,0.999995,2.5538
RSSCN7,River,1286.jpg,1.9818,54.87,0.9990,7.0062,7.0062,0.999934,0.999995,1.9558
RSSCN7,River,1287.jpg,2.0100,55.49,0.9992,6.8496,6.8499,0.999951,0.999995,0.1367
RSSCN7,River,1288.jpg,2.0061,54.85,0.9991,7.4817,7.4819,0.999970,0.999994,1.4775
RSSCN7,River,1289.jpg,1.9994,55.08,0.9992,7.1230,7.1232,0.999972,0.999992,2.2648
RSSCN7,River,1290.jpg,2.0043,57.34,0.9995,5.3644,5.3647,0.999973,0.999990,2.9321
RSSCN7,River,1291.jpg,2.0225,57.26,0.9995,5.8070,5.8071,0.999909,0.999996,1.5303
RSSCN7,River,1292.jpg,1.9971,54.65,0.9994,6.3333,6.3340,0.999916,0.999995,0.4508
RSSCN7,River,1293.jpg,2.0001,55.80,0.9995,6.0535,6.0536,0.999929,0.999995,2.9411
RSSCN7,River,1294.jpg,1.9956,58.03,0.9995,5.2150,5.2154,0.999890,0.999999,1.3862
RSSCN7,River,1295.jpg,1.9983,59.67,0.9997,4.5311,4.5316,0.999913,0.999999,1.4457
RSSCN7,River,1296.jpg,2.0060,55.17,0.9994,6.7397,6.7399,0.999907,0.999996,1.0975
RSSCN7,River,1297.jpg,2.0029,55.93,0.9995,6.1802,6.1801,0.999926,0.999994,0.8001
RSSCN7,River,1298.jpg,2.0076,61.02,0.9998,4.0235,4.0237,0.999941,0.999997,1.0762
RSSCN7,River,1299.jpg,1.9936,55.65,0.9993,6.7271,6.7277,0.999936,0.999993,2.1155
RSSCN7,River,1300.jpg,1.9998,56.39,0.9992,5.9698,5.9700,0.999816,0.999991,0.6569
RSSCN7,River,1301.jpg,1.9997,53.97,0.9986,6.3511,6.3514,0.999719,0.999980,1.4466
RSSCN7,River,1302.jpg,1.9966,54.34,0.9988,6.7207,6.7212,0.999862,0.999985,2.6602
RSSCN7,River,1303.jpg,2.0089,55.07,0.9995,6.6995,6.6994,0.999979,0.999991,0.1433
RSSCN7,River,1304.jpg,1.9917,54.20,0.9992,6.8851,6.8856,0.999932,0.999992,0.8640
RSSCN7,River,1305.jpg,1.9991,53.66,0.9989,7.0853,7.0854,0.999909,0.999989,3.2592
RSSCN7,River,1306.jpg,2.0003,53.64,0.9990,7.2089,7.2094,0.999912,0.999989,1.4882
RSSCN7,River,1307.jpg,1.9926,54.18,0.9994,6.9651,6.9649,0.999943,0.999991,0.4509
RSSCN7,River,1308.jpg,1.9973,59.00,0.9998,4.8903,4.8903,0.999965,0.999995,0.2593
RSSCN7,River,1309.jpg,1.9966,54.32,0.9992,6.5482,6.5487,0.999903,0.999989,1.9624
RSSCN7,River,1310.jpg,2.0011,53.83,0.9993,6.6233,6.6238,0.999918,0.999988,1.6151
RSSCN7,River,1311.jpg,2.0130,53.13,0.9989,7.1659,7.1663,0.999923,0.999979,2.0907
RSSCN7,River,1312.jpg,2.0001,53.95,0.9990,7.1100,7.1102,0.999949,0.999989,1.4963
RSSCN7,River,1313.jpg,2.0008,55.68,0.9997,5.7697,5.7699,0.999960,0.999993,2.1200
RSSCN7,River,1314.jpg,1.9977,56.92,0.9995,5.1527,5.1528,0.999915,0.999991,0.8436
RSSCN7,River,1315.jpg,2.0031,57.05,0.9997,4.8336,4.8335,0.999945,0.999991,0.1745
RSSCN7,River,1316.jpg,1.9895,59.32,0.9998,4.2096,4.2096,0.999978,0.999995,0.0354
RSSCN7,River,1317.jpg,2.0141,60.84,0.9998,3.6635,3.6634,0.999929,0.999995,0.9951
RSSCN7,River,1318.jpg,1.9934,55.47,0.9995,6.1202,6.1202,0.999945,0.999990,2.7741
RSSCN7,River,1319.jpg,2.0109,58.04,0.9997,4.7677,4.7678,0.999941,0.999992,0.8618
RSSCN7,River,1320.jpg,2.0178,58.14,0.9997,5.2923,5.2928,0.999970,0.999993,0.8350
RSSCN7,River,1321.jpg,1.9979,58.67,0.9997,6.9859,6.9861,0.999967,0.999995,1.3407
RSSCN7,River,1322.jpg,1.9997,55.55,0.9993,5.5378,5.5382,0.999692,0.999984,2.1051
RSSCN7,River,1323.jpg,2.0066,53.23,0.9989,6.6933,6.6937,0.999897,0.999979,2.3409
RSSCN7,River,1324.jpg,1.9937,57.46,0.9996,6.7804,6.7803,0.999967,0.999997,1.1314
RSSCN7,River,1325.jpg,1.9948,58.07,0.9999,5.5473,5.5473,0.999984,0.999994,2.4463
RSSCN7,River,1326.jpg,2.0033,59.36,0.9998,5.6346,5.6347,0.999980,0.999995,0.6614
RSSCN7,River,1327.jpg,1.9946,56.67,0.9995,6.0475,6.0480,0.999980,0.999995,1.4458
RSSCN7,River,1328.jpg,1.9933,56.91,0.9996,6.1727,6.1727,0.999977,0.999995,1.4375
RSSCN7,River,1329.jpg,1.9972,58.79,0.9999,4.6836,4.6845,0.999976,0.999993,0.5533
RSSCN7,River,1330.jpg,1.9824,57.86,0.9998,5.3410,5.3412,0.999973,0.999992,1.7962
RSSCN7,River,1331.jpg,2.0082,54.86,0.9992,6.2962,6.2966,0.999852,0.999981,2.6821
RSSCN7,River,1332.jpg,2.0128,58.45,0.9997,4.9338,4.9339,0.999963,0.999991,0.7565
RSSCN7,River,1333.jpg,2.0089,55.28,0.9993,5.9560,5.9559,0.999869,0.999983,2.3614
RSSCN7,River,1334.jpg,1.9913,55.06,0.9996,6.3813,6.3812,0.999965,0.999987,0.1172
RSSCN7,River,1335.jpg,2.0001,54.68,0.9995,6.8239,6.8237,0.999966,0.999988,1.1126
RSSCN7,River,1336.jpg,1.9809,60.02,0.9998,4.8123,4.8122,0.999914,0.999991,0.8370
RSSCN7,River,1337.jpg,1.9982,53.63,0.9994,7.1787,7.1788,0.999946,0.999984,1.9287
RSSCN7,River,1338.jpg,2.0037,54.00,0.9995,7.1336,7.1340,0.999954,0.999986,2.0182
RSSCN7,River,1339.jpg,2.0016,54.54,0.9992,6.2739,6.2745,0.999881,0.999974,2.3936
RSSCN7,River,1340.jpg,1.9849,56.18,0.9996,5.5296,5.5302,0.999967,0.999985,1.1294
RSSCN7,River,1341.jpg,1.9976,53.47,0.9991,6.7444,6.7448,0.999912,0.999979,1.6433
RSSCN7,River,1342.jpg,1.9812,57.29,0.9996,5.1278,5.1283,0.999920,0.999978,1.3121
RSSCN7,River,1343.jpg,2.0066,55.95,0.9994,5.5294,5.5296,0.999852,0.999970,1.0524
RSSCN7,River,1344.jpg,2.0065,53.37,0.9992,7.1090,7.1097,0.999954,0.999982,1.2204
RSSCN7,River,1345.jpg,2.0047,54.77,0.9994,6.0314,6.0323,0.999879,0.999975,1.9166
RSSCN7,River,1346.jpg,2.0011,60.78,0.9998,4.0152,4.0156,0.999976,0.999992,0.0503
RSSCN7,River,1347.jpg,2.0012,55.98,0.9995,5.5455,5.5458,0.999911,0.999982,0.6313
RSSCN7,River,1348.jpg,1.9925,56.96,0.9996,5.2345,5.2348,0.999929,0.999985,0.6204
RSSCN7,River,1349.jpg,2.0014,53.86,0.9992,7.2633,7.2634,0.999960,0.999990,0.8989
RSSCN7,River,1350.jpg,2.0021,52.77,0.9991,7.1612,7.1615,0.999913,0.999980,0.8895
RSSCN7,River,1351.jpg,2.0057,58.60,0.9998,5.7146,5.7145,0.999985,0.999992,0.8673
RSSCN7,River,1352.jpg,2.0051,56.62,0.9997,5.7542,5.7545,0.999971,0.999987,1.1468
RSSCN7,River,1353.jpg,1.9989,57.30,0.9997,5.0198,5.0201,0.999941,0.999981,0.6453
RSSCN7,River,1354.jpg,2.0058,54.29,0.9993,6.3790,6.3798,0.999920,0.999975,0.9766
RSSCN7,River,1355.jpg,1.9881,57.87,0.9994,4.3276,4.3299,0.999507,0.999972,1.5096
RSSCN7,River,1356.jpg,2.0016,54.50,0.9993,6.1084,6.1096,0.999930,0.999972,2.0812
RSSCN7,River,1357.jpg,1.9992,54.05,0.9990,6.5078,6.5080,0.999923,0.999983,3.0992
RSSCN7,River,1358.jpg,1.9964,54.93,0.9993,6.7480,6.7486,0.999913,0.999987,0.8717
RSSCN7,River,1359.jpg,2.0021,56.23,0.9994,6.1960,6.1961,0.999970,0.999991,0.3624
RSSCN7,River,1360.jpg,2.0106,55.34,0.9994,6.5751,6.5753,0.999972,0.999992,0.7659
RSSCN7,River,1361.jpg,2.0019,53.97,0.9991,7.1023,7.1027,0.999940,0.999989,1.4925
RSSCN7,River,1362.jpg,2.0109,54.47,0.9992,7.3654,7.3657,0.999971,0.999993,1.3773
RSSCN7,River,1363.jpg,1.9925,53.80,0.9989,6.5840,6.5843,0.999845,0.999990,1.4367
RSSCN7,River,1364.jpg,1.9971,53.90,0.9989,6.7597,6.7599,0.999868,0.999990,2.1756
RSSCN7,River,1365.jpg,2.0130,55.83,0.9995,6.2121,6.2123,0.999960,0.999993,1.8480
RSSCN7,River,1366.jpg,1.9979,55.18,0.9995,7.0553,7.0557,0.999972,0.999992,2.2121
RSSCN7,River,1367.jpg,1.9958,57.71,0.9998,5.5538,5.5540,0.999980,0.999993,1.4122
RSSCN7,River,1368.jpg,1.9956,54.58,0.9988,6.9206,6.9211,0.999931,0.999991,1.3217
RSSCN7,River,1369.jpg,1.9957,54.54,0.9988,6.2163,6.2167,0.999682,0.999988,2.4395
RSSCN7,River,1370.jpg,1.9994,53.84,0.9987,6.5735,6.5740,0.999788,0.999986,2.1182
RSSCN7,River,1371.jpg,2.0013,60.87,0.9997,5.6052,5.6053,0.999917,0.999997,1.8380
RSSCN7,River,1372.jpg,2.0066,59.72,0.9997,5.6873,5.6874,0.999947,0.999994,0.8830
RSSCN7,River,1373.jpg,2.0214,60.90,0.9999,4.8369,4.8370,0.999981,0.999995,2.1231
RSSCN7,River,1374.jpg,1.9998,57.43,0.9994,5.1922,5.1926,0.999929,0.999986,1.1277
RSSCN7,River,1375.jpg,2.0057,58.17,0.9997,5.7804,5.7808,0.999909,0.999992,0.7013
RSSCN7,River,1376.jpg,1.9953,57.14,0.9996,6.0540,6.0545,0.999945,0.999992,0.9694
RSSCN7,River,1377.jpg,2.0033,56.72,0.9996,6.1296,6.1297,0.999957,0.999993,0.0210
RSSCN7,River,1378.jpg,1.9960,54.66,0.9992,6.7188,6.7191,0.999937,0.999992,1.1141
RSSCN7,River,1379.jpg,2.0093,54.77,0.9992,6.7278,6.7281,0.999942,0.999987,1.7621
RSSCN7,River,1380.jpg,1.9991,54.43,0.9993,6.5846,6.5853,0.999918,0.999988,0.3188
RSSCN7,River,1381.jpg,2.0093,53.15,0.9991,7.4293,7.4297,0.999945,0.999991,2.5998
RSSCN7,River,1382.jpg,2.0050,54.55,0.9992,6.7573,6.7577,0.999948,0.999990,1.9711
RSSCN7,River,1383.jpg,2.0109,57.06,0.9993,5.1959,5.1962,0.999668,0.999996,0.8684
RSSCN7,River,1384.jpg,1.9949,54.95,0.9992,6.7785,6.7787,0.999966,0.999995,0.2056
RSSCN7,River,1385.jpg,2.0013,54.46,0.9990,6.7338,6.7344,0.999877,0.999995,1.6192
RSSCN7,River,1386.jpg,1.9990,55.34,0.9994,6.1619,6.1625,0.999912,0.999995,0.2061
RSSCN7,River,1387.jpg,2.0125,54.14,0.9990,6.6303,6.6303,0.999841,0.999996,1.9968
RSSCN7,River,1388.jpg,2.0005,53.99,0.9990,7.0271,7.0276,0.999904,0.999994,1.1815
RSSCN7,River,1389.jpg,2.0054,53.86,0.9989,7.3370,7.3372,0.999933,0.999995,1.4201
RSSCN7,River,1390.jpg,2.0056,55.94,0.9995,5.7027,5.7031,0.999943,0.999984,1.4445
RSSCN7,River,1391.jpg,2.0010,56.81,0.9994,6.7048,6.7049,0.999945,0.999995,1.7453
RSSCN7,River,1392.jpg,2.0102,56.29,0.9994,6.1910,6.1913,0.999907,0.999995,0.1599
RSSCN7,River,1393.jpg,1.9930,56.01,0.9994,5.8787,5.8789,0.999961,0.999989,0.9389
RSSCN7,River,1394.jpg,1.9967,53.48,0.9992,7.5398,7.5404,0.999967,0.999994,0.6903
